[OK] Métricas exportadas a _reports/metrics_runs.tsv
18557581103	Healthcheck API	completed	failure	9
18557010006	Healthcheck API	completed	failure	6
18556007954	Healthcheck API	completed	failure	9
18555597299	Healthcheck API	completed	failure	9
18554760337	Healthcheck API	completed	failure	9
18553856379	Healthcheck API	completed	failure	9
18553051830	Healthcheck API	completed	failure	8
18552743125	Healthcheck API	completed	failure	11
18552082115	Healthcheck API	completed	failure	10
18551443695	Healthcheck API	completed	failure	11
18550797497	Healthcheck API	completed	failure	9
18550480853	Healthcheck API	completed	failure	9
18549856621	Healthcheck API	completed	failure	10
18549653548	Healthcheck API	completed	failure	9
18549130072	Healthcheck API	completed	failure	9
18548213857	Healthcheck API	completed	failure	9
18546631756	Healthcheck API	completed	failure	8
18545998601	Docs Lint	completed	success	33
18545998581	Guard - Require Cloudflare Pages Preview	completed	skipped	1
18545998579	Structure & Governance Guard	completed	success	11
18545998576	Pages Deploy Fallback	completed	failure	19
18545998563	Deploy Production (Cloudflare)	completed	success	55
18545998556	Status & Changelog Update	completed	success	19
18545936311	Structure & Governance Guard	completed	success	14
18545936307	Deploy Production (Cloudflare)	completed	success	65
18545936306	CI — Briefing	completed	success	91
18545936304	Guard - Require Cloudflare Pages Preview	completed	skipped	1
18545936302	Pages Deploy Fallback	completed	failure	16
18545936301	Docs Lint	completed	success	25
18545936299	Status & Changelog Update	completed	success	9
18545900743	Docs Lint	completed	success	24
18545900740	Structure & Governance Guard	completed	success	28
18545900738	Guard - Require Cloudflare Pages Preview	completed	skipped	1
18545900737	Status & Changelog Update	completed	success	16
18545900735	Pages Deploy Fallback	completed	failure	18
18545900732	Deploy Production (Cloudflare)	completed	success	49
18545900729	CI — Briefing	completed	failure	85
18545885040	Environment Report	completed	success	16
18545885035	Guard - Require Cloudflare Pages Preview	completed	success	10
18545885034	Docs Lint	completed	success	24
18545885030	Deploy Preview (Cloudflare)	completed	success	65
18545885028	CI — Briefing	completed	success	44
18545885026	Structure & Governance Guard	completed	success	28
18545745926	Docs Lint	completed	success	28
18545745888	Guard - Require Cloudflare Pages Preview	completed	success	13
18545745886	Structure & Governance Guard	completed	failure	29
18545745874	Environment Report	completed	success	15
18545745866	Deploy Preview (Cloudflare)	completed	success	55
18545745865	CI — Briefing	completed	success	44
18545640252	Structure & Governance Guard	completed	failure	28
18545640236	CI — Briefing	completed	success	40
18545640235	Environment Report	completed	success	14
18545640225	Docs Lint	completed	success	23
18545640222	Guard - Require Cloudflare Pages Preview	completed	success	9
18545640218	Deploy Preview (Cloudflare)	completed	success	60
18545584355	Docs Lint	completed	success	23
18545584316	CI — Briefing	completed	success	35
18545584314	Environment Report	completed	success	13
18545584307	Structure & Governance Guard	completed	failure	26
18545584306	Guard - Require Cloudflare Pages Preview	completed	success	12
18545584305	Deploy Preview (Cloudflare)	completed	failure	65
18545503022	Healthcheck API	completed	failure	13
18545455047	Structure & Governance Guard	completed	failure	29
18545455042	Environment Report	completed	success	16
18545455028	Docs Lint	completed	success	27
18545455014	CI — Briefing	completed	success	42
18545455012	Guard - Require Cloudflare Pages Preview	completed	success	13
18545455009	Deploy Preview (Cloudflare)	completed	failure	54
18545352243	CI — Briefing	completed	success	37
18545352221	Deploy Preview (Cloudflare)	completed	failure	51
18545352220	Environment Report	completed	success	13
